,State,Area_name,"Percent of adults with less than a high school diploma, 2016-20","Percent of adults with a high school diploma only, 2016-20","Percent of adults completing some college or associate's degree, 2016-20",Percent of adults with a bachelor's degree or higher 2016-20,PCTPOVALL_2020,Population 2020,Population 2021,Median_Household_Income_2020,Med_HH_Income_Percent_of_State_Total_2020,Unemployment_rate_2020,Average Precipitation,Average Temperature,rent
746,IN,Clay County,9.2,42.2,32.0,16.5,9.8,"26,466","26,410","56,422",92.8,6.6,2.84,54.7,8360.866666666667
747,IN,Clinton County,13.2,45.0,27.1,14.6,10.0,"33,190","33,065","59,503",97.9,5.7,2.84,52.9,6954.466666666666
748,IN,Crawford County,17.2,47.2,25.1,10.5,15.6,"10,526","10,514","46,884",77.1,7.3,2.96,56.2,6882.466666666666
749,IN,Daviess County,24.0,35.6,27.6,12.8,10.9,"33,381","33,397","53,101",87.3,3.9,2.99,55.9,6728.866666666667
750,IN,Dearborn County,9.7,37.8,26.8,25.7,7.8,"50,679","50,816","73,459",120.8,7.0,2.72,54.8,9937.666666666666
751,IN,Decatur County,8.3,45.6,26.6,19.5,10.0,"26,472","26,320","61,561",101.3,7.6,2.91,54.5,7986.466666666666
753,IN,Delaware County,9.8,34.3,31.0,24.9,19.4,"111,903","111,871","46,612",76.7,7.4,2.61,53.3,7640.866666666667
754,IN,Dubois County,10.6,37.7,26.2,25.5,6.7,"43,637","43,549","64,120",105.5,4.6,2.96,56.2,7482.466666666666
755,IN,Elkhart County,18.9,34.6,27.0,19.5,9.8,"207,047","206,921","66,801",109.9,7.6,2.88,51.3,8317.666666666666
756,IN,Fayette County,16.5,44.5,24.2,14.8,13.5,"23,398","23,360","53,616",88.2,9.8,2.89,53.4,6863.266666666666
757,IN,Floyd County,9.0,30.3,30.5,30.1,11.5,"80,484","80,454","70,610",116.1,6.6,2.73,56.1,9419.266666666666
758,IN,Fountain County,11.3,44.3,30.4,14.0,10.9,"16,479","16,427","55,627",91.5,6.6,2.78,53.7,7172.866666666667
759,IN,Franklin County,11.3,41.1,27.2,20.4,7.7,"22,785","22,842","71,828",118.1,6.0,2.84,54.0,7009.666666666667
760,IN,Fulton County,13.1,39.9,32.5,14.5,12.0,"20,480","20,386","55,895",91.9,6.6,2.9,52.0,6803.266666666666
761,IN,Gibson County,7.6,41.3,32.5,18.6,9.3,"33,011","32,924","59,074",97.2,6.3,2.95,57.2,6834.466666666666
762,IN,Grant County,12.0,38.4,31.3,18.3,16.7,"66,674","66,263","49,788",81.9,6.4,2.64,53.2,7016.866666666667
763,IN,Greene County,12.0,40.2,33.0,14.8,11.2,"30,803","30,786","55,213",90.8,6.3,2.99,54.9,7388.866666666667
764,IN,Hamilton County,2.9,14.9,22.9,59.4,4.2,"347,467","356,650","96,359",158.5,4.7,2.7,53.4,10242.466666666667
765,IN,Hancock County,7.0,31.1,30.1,31.8,5.1,"79,840","81,789","77,916",128.2,5.7,2.71,53.8,10242.466666666667
766,IN,Harrison County,10.2,41.6,29.7,18.4,8.8,"39,654","39,761","62,082",102.1,6.3,2.82,56.3,9419.266666666666
767,IN,Hendricks County,5.7,26.9,28.5,38.9,5.2,"174,788","179,355","86,905",142.9,5.1,2.84,53.4,10242.466666666667
768,IN,Henry County,9.8,43.8,30.1,16.4,10.8,"48,914","48,935","54,002",88.8,6.6,2.79,52.9,6908.866666666667
769,IN,Howard County,9.2,37.5,32.3,21.1,11.5,"83,658","83,687","59,309",97.6,11.0,2.8,53.1,7494.466666666666
770,IN,Huntington County,8.1,41.7,29.2,21.0,9.1,"36,662","36,717","59,252",97.5,6.7,2.79,52.6,6985.666666666667
771,IN,Jackson County,11.2,40.5,30.4,17.9,10.3,"46,428","46,067","62,415",102.7,7.2,2.84,55.2,8070.466666666666
772,IN,Jasper County,10.6,44.5,29.7,15.1,8.3,"32,918","33,091","70,662",116.2,7.1,2.87,52.5,9260.866666666667
773,IN,Jay County,11.8,47.2,28.4,12.5,13.9,"20,478","20,248","42,504",69.9,6.6,2.57,52.8,6714.466666666666
774,IN,Jefferson County,10.7,41.6,30.4,17.3,12.7,"33,147","33,141","55,588",91.4,7.5,2.82,55.5,7458.466666666666
775,IN,Jennings County,11.7,44.9,30.6,12.8,10.8,"27,613","27,409","60,526",99.6,7.8,2.83,55.3,7199.266666666666
776,IN,Johnson County,8.1,31.1,28.5,32.3,6.7,"161,765","164,298","76,868",126.4,5.7,2.83,54.1,10242.466666666667
777,IN,Knox County,11.7,36.2,35.6,16.5,15.9,"36,282","35,956","44,842",73.8,6.0,3.07,56.4,7170.466666666666
778,IN,Kosciusko County,13.2,34.1,28.3,24.3,8.2,"80,240","80,106","62,269",102.4,6.2,2.87,51.7,7537.666666666667
780,IN,Lake County,10.9,35.5,30.5,23.1,15.8,"498,700","498,558","59,158",97.3,10.4,2.85,52.6,9848.866666666667
782,IN,Lawrence County,10.9,41.3,29.0,18.8,11.8,"45,011","45,070","63,904",105.1,7.1,2.94,54.9,7636.066666666667
783,IN,Madison County,10.9,40.1,30.8,18.3,12.1,"130,129","130,782","51,718",85.1,8.0,2.64,53.6,8233.666666666666
784,IN,Marion County,13.3,27.6,27.0,32.1,14.4,"977,203","971,102","56,185",92.4,8.0,2.77,53.9,10242.466666666667
785,IN,Marshall County,14.8,38.4,27.0,19.7,9.3,"46,095","46,121","57,657",94.8,6.5,2.96,51.5,7050.466666666666
786,IN,Martin County,12.6,43.2,31.5,12.6,11.2,"9,812","9,780","46,486",76.5,4.3,2.99,55.4,7619.266666666666
787,IN,Miami County,13.9,41.5,30.9,13.7,13.1,"35,962","36,081","54,439",89.5,8.2,2.84,52.8,7698.466666666666
788,IN,Monroe County,7.0,22.0,25.7,45.3,18.2,"139,718","139,875","61,808",101.7,5.6,2.94,54.3,11022.466666666667
789,IN,Montgomery County,9.6,40.5,29.1,20.8,10.8,"37,936","38,063","58,867",96.8,5.3,2.72,53.2,7108.066666666667
790,IN,Morgan County,11.9,40.3,29.3,18.6,8.5,"71,780","72,206","67,004",110.2,5.5,2.84,54.1,10242.466666666667
791,IN,Newton County,14.0,45.2,28.8,11.9,10.5,"13,830","13,808","59,246",97.5,7.0,2.85,52.7,9848.866666666667
792,IN,Noble County,16.1,39.9,28.5,15.4,9.9,"47,457","47,227","62,173",102.3,8.4,2.83,51.4,7312.066666666667
793,IN,Ohio County,12.2,41.6,31.8,14.4,9.8,"5,940","5,978","63,210",104.0,7.4,2.65,55.4,9937.666666666666
794,IN,Orange County,16.5,44.0,26.6,12.9,13.0,"19,867","19,830","52,029",85.6,11.2,3.0,55.5,7321.666666666667
795,IN,Owen County,14.7,42.6,28.1,14.7,11.7,"21,321","21,446","53,893",88.6,6.4,2.92,54.4,8269.666666666666
796,IN,Parke County,16.2,38.8,32.5,12.5,14.3,"16,156","16,407","54,125",89.0,5.5,2.79,54.3,7009.666666666667
797,IN,Perry County,9.5,46.1,28.4,16.0,12.3,"19,170","19,316","44,011",72.4,6.6,2.86,57.1,6736.066666666667
798,IN,Pike County,12.3,44.8,27.4,15.5,9.7,"12,250","12,144","58,220",95.8,5.9,2.96,56.5,7028.866666666667
799,IN,Porter County,6.5,34.3,30.5,28.6,8.6,"173,215","174,243","78,732",129.5,8.2,2.98,52.4,9848.866666666667
800,IN,Posey County,7.4,36.6,33.0,23.0,9.3,"25,222","25,116","63,801",104.9,5.0,2.99,58.1,8005.666666666667
801,IN,Pulaski County,12.0,43.9,31.2,12.9,11.2,"12,514","12,339","52,609",86.5,6.1,2.92,52.2,6930.466666666666
802,IN,Putnam County,11.1,41.8,30.3,16.9,11.3,"36,726","36,979","66,613",109.6,6.4,2.86,53.8,7708.066666666667
803,IN,Randolph County,11.3,42.0,30.3,16.4,12.4,"24,502","24,387","67,178",110.5,6.6,2.68,52.5,7300.066666666667
804,IN,Ripley County,9.8,42.0,28.7,19.6,9.5,"28,995","29,081","58,849",96.8,6.5,2.85,54.5,6865.666666666667
805,IN,Rush County,11.8,46.2,26.7,15.2,9.7,"16,752","16,672","67,318",110.7,6.3,2.85,53.8,6743.266666666666
806,IN,St. Joseph County,10.2,30.0,28.9,31.0,12.7,"272,912","272,212","60,070",98.8,8.5,3.06,51.6,8351.266666666666
807,IN,Scott County,19.2,42.1,25.4,13.2,13.9,"24,384","24,355","59,286",97.5,8.5,2.84,55.5,8701.666666666666
808,IN,Shelby County,11.7,43.5,25.9,19.0,9.4,"45,055","45,039","59,252",97.5,7.3,2.8,54.4,10242.466666666667
809,IN,Spencer County,8.9,42.8,31.0,17.3,7.9,"19,810","19,798","66,667",109.7,5.6,2.89,57.5,6884.866666666667
810,IN,Starke County,15.1,43.6,29.8,11.6,14.2,"23,371","23,372","51,996",85.5,8.1,2.99,52.0,7016.866666666667
811,IN,Steuben County,8.6,39.3,29.6,22.5,9.6,"34,435","34,632","62,273",102.4,6.3,2.74,50.9,7501.666666666667
812,IN,Sullivan County,11.7,43.3,32.3,12.7,15.5,"20,817","20,758","45,227",74.4,7.0,2.99,55.5,8264.866666666667
813,IN,Switzerland County,16.0,51.8,22.8,9.4,14.0,"9,737","9,790","55,618",91.5,8.2,2.69,55.6,6764.866666666667
814,IN,Tippecanoe County,7.9,27.2,25.2,39.7,16.1,"186,251","187,076","52,806",86.9,6.6,2.81,53.3,9584.866666666667
815,IN,Tipton County,9.2,39.9,25.0,25.9,7.3,"15,359","15,372","76,368",125.6,6.2,2.74,53.1,7796.866666666667
816,IN,Union County,12.3,40.7,27.9,19.2,10.0,"7,087","7,047","59,098",97.2,5.6,2.85,53.2,7355.266666666666
817,IN,Vanderburgh County,9.7,31.5,31.8,26.9,14.6,"180,136","179,987","49,482",81.4,7.2,2.94,57.9,8005.666666666667
818,IN,Vermillion County,8.3,42.5,33.5,15.7,11.9,"15,439","15,341","52,433",86.2,7.6,2.79,54.5,8360.866666666667
819,IN,Vigo County,10.4,32.5,32.2,24.9,20.7,"106,153","105,994","45,897",75.5,7.9,2.82,55.1,8360.866666666667
820,IN,Wabash County,10.3,42.9,27.9,18.9,10.6,"30,976","30,816","55,750",91.7,6.2,2.85,52.7,6630.466666666666
821,IN,Warren County,6.8,41.1,33.6,18.5,8.1,"8,440","8,475","68,135",112.1,5.5,2.81,53.5,7000.066666666667
822,IN,Warrick County,5.9,28.5,32.6,33.0,6.4,"63,898","64,514","82,453",135.6,5.5,2.9,57.3,8005.666666666667
823,IN,Washington County,14.8,42.6,30.2,12.4,13.4,"28,182","28,102","49,494",81.4,7.0,2.93,55.1,7417.666666666667
824,IN,Wayne County,12.2,36.4,31.5,19.8,15.1,"66,553","66,456","49,798",81.9,6.8,2.89,52.7,6688.066666666667
825,IN,Wells County,7.8,40.3,33.2,18.7,8.2,"28,180","28,197","66,597",109.5,5.9,2.66,52.5,8008.066666666667
826,IN,White County,10.8,40.3,32.3,16.7,9.0,"24,688","24,651","57,787",95.1,5.1,2.85,52.7,7055.266666666666
827,IN,Whitley County,8.6,36.5,32.6,22.4,7.2,"34,191","34,430","61,841",101.7,6.0,2.83,51.9,8008.066666666667
829,IA,Adair County,5.0,40.7,34.9,19.5,10.8,"7,496","7,541","55,265",88.6,3.8,2.42,52.3,6527.266666666666
830,IA,Adams County,6.7,38.8,37.2,17.3,10.8,"3,704","3,641","56,291",90.3,3.7,2.49,52.7,7280.866666666667
831,IA,Allamakee County,11.6,38.4,31.8,18.2,10.9,"14,061","13,926","55,320",88.7,5.0,2.27,49.6,6580.066666666667
832,IA,Appanoose County,9.5,35.0,37.1,18.4,14.6,"12,317","12,257","49,737",79.8,5.2,2.67,54.0,6352.066666666667
833,IA,Audubon County,10.0,35.2,36.0,18.8,9.6,"5,674","5,635","56,338",90.3,3.4,2.17,51.4,6376.066666666667
834,IA,Benton County,5.3,38.3,36.0,20.4,7.5,"25,575","25,691","72,308",115.9,5.0,2.34,51.3,6707.266666666666
835,IA,Black Hawk County,8.2,29.9,32.7,29.2,12.2,"131,144","130,368","56,091",89.9,6.0,2.46,50.7,9220.066666666668
836,IA,Boone County,5.8,32.5,36.2,25.4,6.9,"26,715","26,723","70,656",113.3,4.0,2.28,51.8,7362.466666666666
837,IA,Bremer County,3.6,31.1,32.3,33.0,5.6,"24,988","25,081","74,596",119.6,3.8,2.41,49.9,7763.266666666666
838,IA,Buchanan County,6.1,36.3,35.5,22.1,8.3,"20,565","20,657","66,852",107.2,4.5,2.42,50.2,6685.666666666667
839,IA,Buena Vista County,22.1,30.1,27.0,20.8,9.1,"20,823","20,771","61,189",98.1,3.6,1.94,50.0,6808.066666666667
840,IA,Butler County,6.5,37.0,38.4,18.2,8.4,"14,334","14,332","54,822",87.9,4.5,2.36,50.2,6340.066666666667
841,IA,Calhoun County,6.1,38.0,36.2,19.7,10.0,"9,927","9,915","62,000",99.4,4.0,2.09,50.8,6577.666666666667
842,IA,Carroll County,6.7,33.1,36.8,23.4,7.0,"20,760","20,692","61,701",98.9,3.9,2.12,51.0,6380.866666666667
843,IA,Cass County,11.1,32.3,33.5,23.0,10.8,"13,127","13,050","55,301",88.7,3.8,2.3,52.3,6575.266666666666
844,IA,Cedar County,4.6,39.4,35.0,21.0,7.3,"18,505","18,410","68,592",110.0,4.3,2.56,51.9,7158.466666666666
845,IA,Cerro Gordo County,6.8,33.6,36.4,23.2,10.6,"43,127","42,706","57,659",92.5,5.1,2.19,49.4,7772.866666666667
846,IA,Cherokee County,7.7,36.2,33.5,22.7,9.0,"11,658","11,503","61,360",98.4,3.7,1.87,50.0,6856.066666666667
847,IA,Chickasaw County,6.4,44.7,31.1,17.8,8.3,"12,012","11,887","63,869",102.4,4.6,2.33,49.2,6952.066666666667
848,IA,Clarke County,14.5,40.3,29.3,15.9,11.1,"9,748","9,785","69,923",112.1,5.2,2.52,53.4,7396.066666666667
849,IA,Clay County,5.4,32.8,37.9,23.9,8.1,"16,384","16,440","59,940",96.1,4.4,1.85,49.2,7230.466666666666
850,IA,Clayton County,9.8,44.6,28.5,17.1,10.4,"17,043","16,998","56,256",90.2,5.6,2.34,50.1,6304.066666666667
851,IA,Clinton County,9.6,37.2,33.9,19.3,12.5,"46,460","46,463","56,017",89.8,6.6,2.56,52.0,7441.666666666667
852,IA,Crawford County,18.2,38.9,27.7,15.1,12.5,"16,525","16,193","56,707",90.9,5.2,2.04,50.9,6301.666666666667
853,IA,Dallas County,4.5,18.4,26.7,50.5,4.4,"99,678","103,796","92,025",147.6,3.5,2.28,52.8,10091.266666666666
854,IA,Davis County,17.9,31.1,32.3,18.7,11.7,"9,110","9,138","57,225",91.8,3.9,2.73,54.0,6810.466666666666
855,IA,Decatur County,10.2,37.8,25.4,26.5,16.9,"7,645","7,659","46,373",74.4,3.7,2.62,53.7,6724.066666666667
856,IA,Delaware County,9.1,43.0,30.5,17.4,8.4,"17,488","17,510","66,364",106.4,3.9,2.39,50.2,7252.066666666667
857,IA,Des Moines County,7.8,33.2,39.2,19.8,13.0,"38,910","38,491","55,153",88.4,7.3,2.66,54.0,7847.266666666666
858,IA,Dickinson County,4.1,26.3,37.4,32.2,6.7,"17,703","17,851","67,477",108.2,5.0,1.78,48.5,7235.266666666666
859,IA,Dubuque County,6.7,32.7,29.2,31.4,8.9,"99,266","98,718","65,986",105.8,5.7,2.43,50.7,8596.066666666668
860,IA,Emmet County,9.2,33.1,39.1,18.6,10.2,"9,388","9,321","57,652",92.4,4.8,1.83,48.5,6704.866666666667
861,IA,Fayette County,8.4,41.4,31.9,18.3,11.8,"19,509","19,258","53,254",85.4,5.3,2.39,49.3,6301.666666666667
862,IA,Floyd County,8.0,37.3,35.1,19.6,9.3,"15,627","15,413","60,790",97.5,5.9,2.27,49.6,6558.466666666666
863,IA,Franklin County,9.6,35.7,36.1,18.6,10.5,"10,019","9,952","59,596",95.6,3.7,2.3,49.8,6450.466666666666
864,IA,Fremont County,6.0,34.8,40.3,18.8,9.1,"6,605","6,567","62,234",99.8,3.0,2.38,54.2,6402.466666666666
865,IA,Greene County,6.6,38.3,35.3,19.8,10.7,"8,771","8,717","54,857",88.0,4.1,2.2,51.6,6522.466666666666
866,IA,Grundy County,4.9,31.7,36.2,27.2,5.5,"12,329","12,347","71,837",115.2,4.3,2.42,50.7,9220.066666666668
867,IA,Guthrie County,6.2,37.0,36.8,20.0,8.5,"10,623","10,567","65,344",104.8,4.9,2.25,52.1,10091.266666666666
868,IA,Hamilton County,6.4,32.0,37.6,24.0,8.1,"15,039","14,887","61,650",98.9,4.3,2.22,50.8,7256.866666666667
869,IA,Hancock County,7.1,36.7,34.2,22.1,8.1,"10,795","10,663","58,053",93.1,4.5,2.12,49.5,6736.066666666667
870,IA,Hardin County,7.4,34.9,36.2,21.5,9.6,"16,878","16,708","58,502",93.8,4.5,2.32,50.6,6995.266666666666
871,IA,Harrison County,7.3,39.1,34.5,19.1,8.3,"14,582","14,669","63,118",101.2,4.0,2.04,52.2,10312.066666666668
872,IA,Henry County,7.5,36.2,33.8,22.5,10.8,"20,482","20,387","56,260",90.2,5.2,2.61,53.7,6776.866666666667
873,IA,Howard County,8.8,38.8,33.8,18.6,10.5,"9,469","9,478","60,034",96.3,4.3,2.28,48.0,6997.666666666667
874,IA,Humboldt County,6.3,37.9,35.7,20.1,8.8,"9,597","9,634","62,071",99.5,4.1,2.08,50.4,6565.666666666667
875,IA,Ida County,8.0,39.7,34.7,17.6,10.3,"7,005","6,956","56,096",90.0,3.5,2.0,50.5,7268.866666666667
876,IA,Iowa County,5.6,37.1,35.4,21.9,6.4,"16,662","16,568","67,820",108.8,4.3,2.46,52.1,7328.866666666667
877,IA,Jackson County,6.9,41.3,32.1,19.7,11.4,"19,485","19,368","61,538",98.7,6.0,2.5,51.4,6863.266666666666
878,IA,Jasper County,6.2,41.2,33.5,19.2,8.5,"37,813","37,764","63,458",101.8,5.2,2.4,52.6,7463.266666666666
879,IA,Jefferson County,7.7,25.8,30.0,36.5,14.8,"15,663","15,647","52,830",84.7,5.4,2.56,53.5,8080.066666666667
880,IA,Johnson County,4.3,15.8,25.6,54.3,14.1,"152,854","154,748","68,790",110.3,4.7,2.47,52.2,10660.066666666668
881,IA,Jones County,6.4,39.4,34.3,19.9,9.9,"20,646","20,805","61,736",99.0,5.6,2.45,51.0,6769.666666666667
882,IA,Keokuk County,6.8,41.6,33.1,18.4,13.7,"10,033","9,914","54,790",87.9,4.8,2.55,52.7,6740.866666666667
883,IA,Kossuth County,6.4,36.6,38.8,18.2,10.0,"14,828","14,529","65,006",104.2,3.7,1.98,49.3,6450.466666666666
884,IA,Lee County,6.9,38.2,36.4,18.5,11.5,"33,555","33,215","58,619",94.0,6.4,2.69,54.8,6956.866666666667
885,IA,Linn County,5.4,26.4,34.2,34.1,8.1,"230,299","228,939","69,559",111.5,6.2,2.37,51.0,8939.266666666666
886,IA,Louisa County,15.7,37.8,29.6,16.9,9.1,"10,837","10,749","72,404",116.1,4.8,2.57,53.5,6827.266666666666
887,IA,Lucas County,7.0,42.4,34.0,16.6,13.5,"8,634","8,710","48,662",78.0,3.6,2.51,53.6,7573.666666666667
888,IA,Lyon County,8.0,38.3,34.4,19.2,6.3,"11,934","12,011","67,280",107.9,2.5,1.74,48.9,6414.466666666666
889,IA,Madison County,4.5,33.9,36.3,25.3,7.5,"16,548","16,773","75,563",121.2,5.6,2.42,53.1,10091.266666666666
890,IA,Mahaska County,8.3,40.8,29.7,21.3,10.2,"22,190","21,984","59,704",95.7,4.7,2.5,53.1,6762.466666666666
891,IA,Marion County,6.1,32.5,30.6,30.8,8.0,"33,414","33,380","64,327",103.2,4.1,2.43,53.7,7307.266666666666
892,IA,Marshall County,14.8,34.0,30.5,20.8,10.1,"40,105","39,853","64,341",103.2,6.9,2.37,51.5,7206.466666666666
893,IA,Mills County,6.4,32.9,34.7,26.0,8.3,"14,484","14,465","76,010",121.9,3.9,2.26,53.6,10312.066666666668
894,IA,Mitchell County,8.1,36.8,33.0,22.1,8.9,"10,565","10,555","67,127",107.6,3.3,2.23,48.7,6301.666666666667
895,IA,Monona County,7.5,39.3,37.6,15.7,11.0,"8,751","8,574","58,079",93.1,4.6,1.98,51.6,6776.866666666667
896,IA,Monroe County,10.2,38.8,31.2,19.9,11.4,"7,577","7,610","58,297",93.5,5.1,2.53,53.9,6707.266666666666
897,IA,Montgomery County,8.2,34.6,37.4,19.8,11.6,"10,330","10,322","54,767",87.8,4.6,2.35,53.1,6450.466666666666
898,IA,Muscatine County,10.9,34.9,32.3,21.8,10.2,"43,235","42,688","62,877",100.8,5.8,2.58,53.0,9114.466666666667
899,IA,O'Brien County,8.2,36.6,33.5,21.8,8.4,"14,182","14,015","63,559",101.9,3.3,1.81,49.4,6611.266666666666
900,IA,Osceola County,11.9,36.3,36.9,15.0,7.9,"6,192","6,159","63,695",102.1,2.8,1.78,48.6,6407.266666666666
901,IA,Page County,7.4,36.5,35.8,20.3,13.2,"15,211","15,197","52,739",84.6,4.9,2.5,53.7,6940.066666666667
902,IA,Palo Alto County,7.3,29.8,38.2,24.8,9.5,"8,996","8,906","63,164",101.3,4.5,1.92,49.3,6808.066666666667
903,IA,Plymouth County,6.4,34.6,36.8,22.3,6.0,"25,698","25,650","72,261",115.9,3.5,1.78,50.2,6517.666666666667
904,IA,Pocahontas County,10.4,36.6,37.1,15.9,10.2,"7,078","7,074","56,360",90.4,3.4,2.05,50.3,6493.666666666667
905,IA,Polk County,7.9,24.8,29.8,37.6,11.5,"492,401","496,844","67,821",108.8,5.9,2.33,53.1,10091.266666666666
906,IA,Pottawattamie County,10.3,33.1,34.7,21.9,9.2,"93,667","93,304","61,607",98.8,5.2,2.19,52.8,10312.066666666668
907,IA,Poweshiek County,6.2,38.5,27.2,28.1,11.6,"18,662","18,586","60,023",96.2,4.8,2.47,51.9,7244.866666666667
908,IA,Ringgold County,6.6,38.7,35.1,19.6,13.3,"4,663","4,639","53,466",85.7,3.8,2.65,53.3,6601.666666666667
909,IA,Sac County,7.4,36.3,38.5,17.8,10.5,"9,814","9,752","54,107",86.8,3.5,2.02,50.5,6822.466666666666
910,IA,Scott County,6.5,28.7,32.3,32.6,12.1,"174,669","174,170","67,038",107.5,6.6,2.55,52.6,8845.666666666666
911,IA,Shelby County,8.3,35.0,35.6,21.1,8.3,"11,746","11,770","54,234",87.0,3.5,2.12,51.6,6796.066666666667
912,IA,Sioux County,8.2,29.2,33.1,29.5,6.5,"35,872","35,893","74,868",120.1,2.6,1.74,49.7,6644.866666666667
913,IA,Story County,3.2,17.1,27.8,51.9,12.4,"98,537","99,472","61,341",98.4,3.5,2.32,51.7,10645.666666666666
914,IA,Tama County,8.7,41.1,34.6,15.6,10.8,"17,135","16,867","58,329",93.5,5.0,2.46,51.3,6712.066666666667
915,IA,Taylor County,9.8,39.1,36.4,14.8,10.5,"5,896","5,868","70,519",113.1,3.6,2.64,53.2,6301.666666666667
916,IA,Union County,9.5,32.8,35.3,22.4,12.1,"12,138","12,018","48,862",78.4,5.7,2.56,52.8,6992.866666666667
917,IA,Van Buren County,10.7,37.3,35.5,16.4,14.4,"7,203","7,243","51,908",83.2,4.5,2.71,54.3,6668.866666666667
918,IA,Wapello County,12.1,35.7,32.5,19.7,15.5,"35,437","35,256","49,060",78.7,5.8,2.56,53.7,7278.466666666666
919,IA,Warren County,4.1,31.5,33.1,31.3,4.9,"52,403","53,402","82,206",131.8,4.4,2.39,53.8,10091.266666666666
920,IA,Washington County,8.4,39.7,30.0,22.0,7.1,"22,565","22,491","65,061",104.3,4.0,2.54,52.8,7494.466666666666
921,IA,Wayne County,11.1,43.5,31.1,14.3,13.0,"6,497","6,508","52,016",83.4,4.3,2.67,53.7,6428.866666666667
922,IA,Webster County,8.7,34.0,36.3,21.1,12.4,"36,999","37,147","58,355",93.6,5.1,2.15,50.9,6584.866666666667
923,IA,Winnebago County,6.1,34.3,36.4,23.1,9.3,"10,679","10,656","52,706",84.5,6.2,2.12,49.0,6803.266666666666
924,IA,Winneshiek County,3.9,34.3,32.0,29.8,9.2,"20,070","19,892","61,813",99.1,4.8,2.3,48.4,6664.066666666667
925,IA,Woodbury County,12.3,31.7,32.4,23.5,11.3,"105,941","105,607","60,553",97.1,5.1,1.88,51.0,8305.666666666666
926,IA,Worth County,6.6,38.3,36.8,18.2,8.5,"7,443","7,385","54,474",87.4,5.2,2.18,48.9,6908.866666666667
927,IA,Wright County,7.3,38.5,37.9,16.3,10.7,"12,943","12,785","57,133",91.6,3.9,2.19,50.1,6356.866666666667
929,KS,Allen County,7.6,36.0,38.2,18.2,14.5,"12,526","12,464","48,616",76.9,5.2,3.27,58.9,6834.466666666666
930,KS,Anderson County,10.5,40.5,30.3,18.6,12.7,"7,836","7,778","53,936",85.3,3.9,3.25,58.2,7290.466666666666
931,KS,Atchison County,7.3,42.1,29.8,20.8,13.1,"16,348","16,239","56,691",89.7,6.6,2.59,56.1,7391.266666666666
932,KS,Barber County,7.8,34.3,37.3,20.6,12.0,"4,228","4,110","52,749",83.4,3.1,2.15,58.8,6402.466666666666
933,KS,Barton County,11.3,30.8,36.6,21.3,12.7,"25,493","25,216","51,149",80.9,4.4,1.74,56.8,6637.666666666667
934,KS,Bourbon County,9.4,32.3,37.4,21.0,14.5,"14,360","14,323","49,821",78.8,5.5,3.42,59.1,6500.866666666667
935,KS,Brown County,7.2,38.6,35.1,19.1,13.0,"9,508","9,455","49,483",78.3,4.3,2.47,55.4,6582.466666666666
936,KS,Butler County,7.1,28.1,34.4,30.4,8.7,"67,380","67,889","71,827",113.6,6.4,2.66,58.3,8670.466666666667
937,KS,Chase County,6.1,29.2,37.5,27.1,10.1,"2,572","2,598","57,338",90.7,5.3,2.62,57.4,6738.466666666666
938,KS,Chautauqua County,14.5,33.6,37.4,14.5,18.3,"3,379","3,395","43,155",68.3,5.9,3.13,59.7,7504.066666666667
939,KS,Cherokee County,11.7,32.8,35.5,19.9,14.3,"19,362","19,130","48,336",76.5,5.1,3.59,60.0,6764.866666666667
940,KS,Cheyenne County,6.7,30.2,37.1,26.0,11.8,"2,616","2,633","50,623",80.1,2.2,1.12,52.4,7074.466666666666
941,KS,Clark County,6.3,23.7,39.6,30.4,11.0,"1,991","1,977","58,365",92.3,1.9,1.64,58.5,7427.266666666666
942,KS,Clay County,6.1,35.7,30.5,27.6,9.8,"8,117","8,077","53,119",84.0,4.3,2.19,56.4,8896.066666666668
943,KS,Cloud County,5.9,32.1,38.0,24.0,12.1,"9,032","8,928","55,001",87.0,3.9,1.95,56.0,6587.266666666666
944,KS,Coffey County,6.5,33.2,36.6,23.6,9.6,"8,360","8,338","59,142",93.6,5.0,3.0,58.0,6932.866666666667
945,KS,Comanche County,3.8,37.5,41.5,17.3,11.2,"1,689","1,670","49,314",78.0,3.2,1.85,58.4,6572.866666666667
946,KS,Cowley County,8.8,29.5,39.0,22.7,14.0,"34,549","34,496","51,398",81.3,6.3,2.77,59.3,6488.866666666667
947,KS,Crawford County,6.9,31.0,32.7,29.5,16.6,"38,972","39,110","46,714",73.9,5.3,3.49,59.4,7343.266666666666
948,KS,Decatur County,6.3,37.5,36.0,20.2,12.4,"2,764","2,751","48,189",76.2,3.4,1.25,53.3,6772.066666666667
949,KS,Dickinson County,7.7,31.4,36.6,24.3,9.8,"18,402","18,459","56,755",89.8,4.6,2.33,57.1,6632.866666666667
950,KS,Doniphan County,8.0,33.7,37.9,20.5,12.9,"7,510","7,471","57,012",90.2,4.5,2.57,56.2,7878.466666666666
951,KS,Douglas County,4.5,18.7,25.6,51.2,11.8,"118,785","119,363","65,149",103.1,5.8,2.87,57.4,10912.066666666668
952,KS,Edwards County,12.7,28.6,38.6,20.1,10.8,"2,907","2,832","51,756",81.9,2.9,1.63,57.0,6572.866666666667
953,KS,Elk County,11.6,39.6,31.3,17.5,15.1,"2,483","2,441","45,974",72.7,4.7,3.03,59.0,6990.466666666666
